k,t,Qnum,Qlevel,Qlength,approach,time,size
140,2,0,0,2,hybrid-fast,1.14,51.6
140,2,23,1,2,hybrid-fast,1.32,51.8
140,2,47,2,2,hybrid-fast,1.17,51.6
140,2,70,3,2,hybrid-fast,1.52,52.2
140,2,94,4,2,hybrid-fast,1.36,51.8
140,2,118,5,2,hybrid-fast,1.74,52.6
140,2,141,6,2,hybrid-fast,1.94,52.8
140,2,165,7,2,hybrid-fast,1.84,52.6
140,2,189,8,2,hybrid-fast,1.91,52.8
140,2,212,9,2,hybrid-fast,1.99,53.2
200,2,0,0,2,hybrid-fast,1.72,54.8
200,2,28,1,2,hybrid-fast,1.97,55
200,2,56,2,2,hybrid-fast,2.1,55.2
200,2,84,3,2,hybrid-fast,2.04,55
200,2,113,4,2,hybrid-fast,1.98,54.8
200,2,141,5,2,hybrid-fast,2.33,55.6
200,2,169,6,2,hybrid-fast,2.37,55.6
200,2,197,7,2,hybrid-fast,2.44,55.8
200,2,226,8,2,hybrid-fast,2.65,56.2
200,2,254,9,2,hybrid-fast,2.54,55.8
20,3,0,0,2,hybrid-fast,1.22,148.2
20,3,8,1,2,hybrid-fast,1.66,148.2
20,3,17,2,2,hybrid-fast,1.86,148.4
20,3,26,3,2,hybrid-fast,2.03,148.2
20,3,35,4,2,hybrid-fast,2.58,149
20,3,44,5,2,hybrid-fast,2.5,148.2
20,3,53,6,2,hybrid-fast,3.47,150.2
20,3,62,7,2,hybrid-fast,4.41,151.4
20,3,71,8,2,hybrid-fast,5.15,154.8
20,3,80,9,2,hybrid-fast,6.71,157.4
80,3,0,0,2,hybrid-fast,15.91,267.4
80,3,17,1,2,hybrid-fast,16.94,267.6
80,3,35,2,2,hybrid-fast,17.31,267.6
80,3,53,3,2,hybrid-fast,17.71,268
80,3,71,4,2,hybrid-fast,18.28,268.6
80,3,89,5,2,hybrid-fast,18.8,268.8
80,3,107,6,2,hybrid-fast,19,268.8
80,3,125,7,2,hybrid-fast,23.06,270.4
80,3,143,8,2,hybrid-fast,26,270.8
80,3,160,9,2,hybrid-fast,26.51,272.8
140,3,0,0,2,hybrid-fast,55.97,327.8
140,3,23,1,2,hybrid-fast,58.06,327.8
140,3,47,2,2,hybrid-fast,58.57,328
140,3,70,3,2,hybrid-fast,59.24,328.4
140,3,94,4,2,hybrid-fast,59.69,328.8
140,3,118,5,2,hybrid-fast,60.35,328.6
140,3,141,6,2,hybrid-fast,60.94,328.8
140,3,165,7,2,hybrid-fast,61.24,329.2
140,3,189,8,2,hybrid-fast,61.85,329.6
140,3,212,9,2,hybrid-fast,62.71,330.2
200,3,0,0,2,hybrid-fast,140.23,362.6
200,3,28,1,2,hybrid-fast,143.18,362.6
200,3,56,2,2,hybrid-fast,144.69,363
200,3,84,3,2,hybrid-fast,145.52,362.8
200,3,113,4,2,hybrid-fast,146.16,363.4
200,3,141,5,2,hybrid-fast,147.23,363.6
200,3,169,6,2,hybrid-fast,147.81,363.6
200,3,197,7,2,hybrid-fast,148.59,363.6
200,3,226,8,2,hybrid-fast,149.57,363.8
200,3,254,9,2,hybrid-fast,150.33,364.2
20,2,0,0,3,hybrid-fast,0.28,31.8
20,2,8,1,3,hybrid-fast,0.3,31.8
20,2,17,2,3,hybrid-fast,0.31,31.8
20,2,26,3,3,hybrid-fast,0.3,31.8
20,2,35,4,3,hybrid-fast,0.38,32
20,2,44,5,3,hybrid-fast,0.39,32
20,2,53,6,3,hybrid-fast,0.32,31.8
20,2,62,7,3,hybrid-fast,0.4,32
20,2,71,8,3,hybrid-fast,0.5,32.4
20,2,80,9,3,hybrid-fast,0.39,32
80,2,0,0,3,hybrid-fast,0.77,46.2
80,2,17,1,3,hybrid-fast,0.86,46.2
80,2,35,2,3,hybrid-fast,0.8,46
80,2,53,3,3,hybrid-fast,0.76,46
80,2,71,4,3,hybrid-fast,0.97,46.4
80,2,89,5,3,hybrid-fast,1,46.4
80,2,107,6,3,hybrid-fast,0.79,46
80,2,125,7,3,hybrid-fast,0.91,46.2
80,2,143,8,3,hybrid-fast,0.89,46.2
80,2,160,9,3,hybrid-fast,0.92,46.2
140,2,0,0,3,hybrid-fast,1.11,51.8
140,2,23,1,3,hybrid-fast,1.19,51.6
140,2,47,2,3,hybrid-fast,1.34,52
140,2,70,3,3,hybrid-fast,1.23,51.6
140,2,94,4,3,hybrid-fast,1.33,51.8
140,2,118,5,3,hybrid-fast,1.24,51.8
140,2,141,6,3,hybrid-fast,1.23,51.6
140,2,165,7,3,hybrid-fast,1.34,51.8
140,2,189,8,3,hybrid-fast,1.34,51.8
140,2,212,9,3,hybrid-fast,1.46,52
200,2,0,0,3,hybrid-fast,1.7,54.8
200,2,28,1,3,hybrid-fast,1.85,54.8
200,2,56,2,3,hybrid-fast,1.98,55
200,2,84,3,3,hybrid-fast,1.88,54.8
200,2,113,4,3,hybrid-fast,1.92,55
200,2,141,5,3,hybrid-fast,1.81,54.6
200,2,169,6,3,hybrid-fast,1.99,54.8
200,2,197,7,3,hybrid-fast,2.01,54.8
200,2,226,8,3,hybrid-fast,2.15,55.2
200,2,254,9,3,hybrid-fast,1.86,54.6
20,3,0,0,3,hybrid-fast,1.49,148.4
20,3,8,1,3,hybrid-fast,1.56,148.2
20,3,17,2,3,hybrid-fast,1.64,148.2
20,3,26,3,3,hybrid-fast,1.72,148.2
20,3,35,4,3,hybrid-fast,1.61,148.2
20,3,44,5,3,hybrid-fast,1.88,148.2
20,3,53,6,3,hybrid-fast,1.95,148.2
20,3,62,7,3,hybrid-fast,1.78,148.2
20,3,71,8,3,hybrid-fast,2.02,148.2
20,3,80,9,3,hybrid-fast,1.84,148.2
80,3,0,0,3,hybrid-fast,15.69,267.2
80,3,17,1,3,hybrid-fast,16.62,267.4
80,3,35,2,3,hybrid-fast,16.94,267.2
80,3,53,3,3,hybrid-fast,17.34,267.6
80,3,71,4,3,hybrid-fast,17.45,267.6
80,3,89,5,3,hybrid-fast,17.53,267.2
80,3,107,6,3,hybrid-fast,18.13,268.2
80,3,125,7,3,hybrid-fast,18.11,267.8
80,3,143,8,3,hybrid-fast,17.77,267.8
80,3,160,9,3,hybrid-fast,18.45,268
140,3,0,0,3,hybrid-fast,56.35,327.8
140,3,23,1,3,hybrid-fast,57.94,328.2
140,3,47,2,3,hybrid-fast,57.78,327.6
140,3,70,3,3,hybrid-fast,58.16,328
140,3,94,4,3,hybrid-fast,58.6,328.4
140,3,118,5,3,hybrid-fast,58.74,328
140,3,141,6,3,hybrid-fast,59.04,328.4
140,3,165,7,3,hybrid-fast,59.43,328.2
140,3,189,8,3,hybrid-fast,59.57,328.2
140,3,212,9,3,hybrid-fast,59.79,328
200,3,0,0,3,hybrid-fast,139.32,362.8
200,3,28,1,3,hybrid-fast,141.79,362.8
200,3,56,2,3,hybrid-fast,142.43,363
200,3,84,3,3,hybrid-fast,142.92,362.8
200,3,113,4,3,hybrid-fast,143.78,363.2
200,3,141,5,3,hybrid-fast,143.89,362.8
200,3,169,6,3,hybrid-fast,144.34,363.4
200,3,197,7,3,hybrid-fast,144.46,363
200,3,226,8,3,hybrid-fast,144.92,362.8
200,3,254,9,3,hybrid-fast,145.36,362.8
20,2,0,0,4,hybrid-fast,0.37,32
20,2,8,1,4,hybrid-fast,0.31,31.8
20,2,17,2,4,hybrid-fast,0.39,32
20,2,26,3,4,hybrid-fast,0.33,31.8
20,2,35,4,4,hybrid-fast,0.32,31.8
20,2,44,5,4,hybrid-fast,0.32,31.8
20,2,53,6,4,hybrid-fast,0.4,32
20,2,62,7,4,hybrid-fast,0.31,31.8
20,2,71,8,4,hybrid-fast,0.41,32
20,2,80,9,4,hybrid-fast,0.41,32
80,2,0,0,4,hybrid-fast,0.85,46.4
80,2,17,1,4,hybrid-fast,0.76,46
80,2,35,2,4,hybrid-fast,0.84,46.2
80,2,53,3,4,hybrid-fast,1.18,46.8
80,2,71,4,4,hybrid-fast,0.72,46
80,2,89,5,4,hybrid-fast,0.71,46
80,2,107,6,4,hybrid-fast,0.85,46.2
80,2,125,7,4,hybrid-fast,0.83,46
80,2,143,8,4,hybrid-fast,0.77,46
80,2,160,9,4,hybrid-fast,0.75,46
140,2,0,0,4,hybrid-fast,1.11,51.6
140,2,23,1,4,hybrid-fast,1.31,51.8
140,2,47,2,4,hybrid-fast,1.3,51.8
140,2,70,3,4,hybrid-fast,1.37,51.8
140,2,94,4,4,hybrid-fast,1.26,51.8
140,2,118,5,4,hybrid-fast,1.32,51.8
140,2,141,6,4,hybrid-fast,1.35,51.8
140,2,165,7,4,hybrid-fast,1.3,51.8
140,2,189,8,4,hybrid-fast,1.46,52
140,2,212,9,4,hybrid-fast,1.22,51.6
200,2,0,0,4,hybrid-fast,1.71,54.8
200,2,28,1,4,hybrid-fast,1.83,54.8
200,2,56,2,4,hybrid-fast,1.9,54.8
200,2,84,3,4,hybrid-fast,1.84,54.8
200,2,113,4,4,hybrid-fast,1.79,54.6
200,2,141,5,4,hybrid-fast,1.85,54.6
200,2,169,6,4,hybrid-fast,2.13,55
200,2,197,7,4,hybrid-fast,2,54.8
200,2,226,8,4,hybrid-fast,2.16,55
200,2,254,9,4,hybrid-fast,2.25,55
20,3,0,0,4,hybrid-fast,1.61,148.4
20,3,8,1,4,hybrid-fast,1.55,148.2
20,3,17,2,4,hybrid-fast,1.6,148.2
20,3,26,3,4,hybrid-fast,1.6,148.2
20,3,35,4,4,hybrid-fast,1.78,148.4
20,3,44,5,4,hybrid-fast,1.42,148.2
20,3,53,6,4,hybrid-fast,1.56,148.2
20,3,62,7,4,hybrid-fast,1.74,148.4
20,3,71,8,4,hybrid-fast,1.77,148.2
20,3,80,9,4,hybrid-fast,1.62,148.2
80,3,0,0,4,hybrid-fast,15.81,268.2
80,3,17,1,4,hybrid-fast,16.8,267.6
80,3,35,2,4,hybrid-fast,16.97,267.6
80,3,53,3,4,hybrid-fast,17.03,267.2
80,3,71,4,4,hybrid-fast,17.35,267.4
80,3,89,5,4,hybrid-fast,17.32,267.4
80,3,107,6,4,hybrid-fast,17.69,268
80,3,125,7,4,hybrid-fast,17.71,267.8
80,3,143,8,4,hybrid-fast,17.61,267.4
80,3,160,9,4,hybrid-fast,17.9,267.8
140,3,0,0,4,hybrid-fast,56.06,328.2
140,3,23,1,4,hybrid-fast,57.89,328.2
140,3,47,2,4,hybrid-fast,58.2,328
140,3,70,3,4,hybrid-fast,58.46,328
140,3,94,4,4,hybrid-fast,58.54,328
140,3,118,5,4,hybrid-fast,58.82,328
140,3,141,6,4,hybrid-fast,58.79,328
140,3,165,7,4,hybrid-fast,59.11,328
140,3,189,8,4,hybrid-fast,59.18,328.2
140,3,212,9,4,hybrid-fast,59.28,328
200,3,0,0,4,hybrid-fast,140.44,362.6
200,3,28,1,4,hybrid-fast,143.08,363
200,3,56,2,4,hybrid-fast,143.43,363
200,3,84,3,4,hybrid-fast,143.67,362.8
200,3,113,4,4,hybrid-fast,143.61,362.6
200,3,141,5,4,hybrid-fast,143.72,362.8
200,3,169,6,4,hybrid-fast,144.17,363.2
200,3,197,7,4,hybrid-fast,144.68,363
200,3,226,8,4,hybrid-fast,144.76,362.8
200,3,254,9,4,hybrid-fast,145.07,362.6
20,2,0,0,5,hybrid-fast,0.29,31.8
20,2,8,1,5,hybrid-fast,0.32,31.8
20,2,17,2,5,hybrid-fast,0.31,31.8
20,2,26,3,5,hybrid-fast,0.3,31.8
20,2,35,4,5,hybrid-fast,0.4,32.2
20,2,44,5,5,hybrid-fast,0.31,31.8
20,2,53,6,5,hybrid-fast,0.4,32
20,2,62,7,5,hybrid-fast,0.31,31.8
20,2,71,8,5,hybrid-fast,0.31,31.8
20,2,80,9,5,hybrid-fast,0.32,31.8
80,2,0,0,5,hybrid-fast,0.89,46.4
80,2,17,1,5,hybrid-fast,0.95,46.4
80,2,35,2,5,hybrid-fast,0.8,46.2
80,2,53,3,5,hybrid-fast,0.77,46
80,2,71,4,5,hybrid-fast,0.77,46
80,2,89,5,5,hybrid-fast,0.88,46.2
80,2,107,6,5,hybrid-fast,0.8,46
80,2,125,7,5,hybrid-fast,1.04,46.4
80,2,143,8,5,hybrid-fast,0.82,46
80,2,160,9,5,hybrid-fast,0.74,46
140,2,0,0,5,hybrid-fast,1.09,51.6
140,2,23,1,5,hybrid-fast,1.29,51.8
140,2,47,2,5,hybrid-fast,1.29,51.8
140,2,70,3,5,hybrid-fast,1.17,51.6
140,2,94,4,5,hybrid-fast,1.34,51.8
140,2,118,5,5,hybrid-fast,1.75,52.4
140,2,141,6,5,hybrid-fast,1.34,51.8
140,2,165,7,5,hybrid-fast,1.55,52
140,2,189,8,5,hybrid-fast,1.33,51.8
140,2,212,9,5,hybrid-fast,1.39,51.8
200,2,0,0,5,hybrid-fast,1.91,55.4
200,2,28,1,5,hybrid-fast,1.83,54.8
200,2,56,2,5,hybrid-fast,1.78,54.6
200,2,84,3,5,hybrid-fast,1.85,54.6
200,2,113,4,5,hybrid-fast,2.21,55.2
200,2,141,5,5,hybrid-fast,2.11,55
200,2,169,6,5,hybrid-fast,2.14,55
200,2,197,7,5,hybrid-fast,1.86,54.8
200,2,226,8,5,hybrid-fast,2.06,54.8
200,2,254,9,5,hybrid-fast,2.03,54.8
20,3,0,0,5,hybrid-fast,1.3,148.2
20,3,8,1,5,hybrid-fast,1.56,148.2
20,3,17,2,5,hybrid-fast,1.72,148.4
20,3,26,3,5,hybrid-fast,1.49,148.2
20,3,35,4,5,hybrid-fast,1.56,148.2
20,3,44,5,5,hybrid-fast,1.66,148.2
20,3,53,6,5,hybrid-fast,1.57,148.4
20,3,62,7,5,hybrid-fast,1.71,148.2
20,3,71,8,5,hybrid-fast,1.7,148.2
20,3,80,9,5,hybrid-fast,1.78,148.2
80,3,0,0,5,hybrid-fast,15.68,267.4
80,3,17,1,5,hybrid-fast,16.69,267.2
80,3,35,2,5,hybrid-fast,16.95,267.4
80,3,53,3,5,hybrid-fast,16.44,267.4
80,3,71,4,5,hybrid-fast,17.6,268.2
80,3,89,5,5,hybrid-fast,17.4,268
80,3,107,6,5,hybrid-fast,17.76,268.2
80,3,125,7,5,hybrid-fast,17.26,267.4
80,3,143,8,5,hybrid-fast,17.23,267.4
80,3,160,9,5,hybrid-fast,17.29,267.6
140,3,0,0,5,hybrid-fast,55.58,327.8
140,3,23,1,5,hybrid-fast,57.57,328
140,3,47,2,5,hybrid-fast,57.88,328
140,3,70,3,5,hybrid-fast,58.29,328.6
140,3,94,4,5,hybrid-fast,58.4,328.8
140,3,118,5,5,hybrid-fast,58.35,328
140,3,141,6,5,hybrid-fast,58.4,328.2
140,3,165,7,5,hybrid-fast,58.47,328.2
140,3,189,8,5,hybrid-fast,58.62,327.6
140,3,212,9,5,hybrid-fast,58.67,327.8
200,3,0,0,5,hybrid-fast,139.39,362.8
200,3,28,1,5,hybrid-fast,141.9,362.4
200,3,56,2,5,hybrid-fast,142.59,362.8
200,3,84,3,5,hybrid-fast,142.6,362.8
200,3,113,4,5,hybrid-fast,142.87,363
200,3,141,5,5,hybrid-fast,143.15,362.8
200,3,169,6,5,hybrid-fast,143.18,363.2
200,3,197,7,5,hybrid-fast,143.35,363.4
200,3,226,8,5,hybrid-fast,143.31,362.6
200,3,254,9,5,hybrid-fast,143.51,362.8
20,2,0,0,2,pict,0.008977604,29.4
20,2,8,1,2,pict,0.00944109,30.2
20,2,17,2,2,pict,0.009577513,31
20,2,26,3,2,pict,0.009839582,32.4
20,2,35,4,2,pict,0.010124397,34.4
20,2,44,5,2,pict,0.010503197,35.2
20,2,53,6,2,pict,0.011024618,36.6
20,2,62,7,2,pict,0.011765432,40.2
20,2,71,8,2,pict,0.011774015,42.2
20,2,80,9,2,pict,0.012082624,43.2
80,2,0,0,2,pict,0.049040794,45.8
80,2,17,1,2,pict,0.050195551,46.2
80,2,35,2,2,pict,0.051463461,46.6
80,2,53,3,2,pict,0.05294652,47.8
80,2,71,4,2,pict,0.057491875,52.2
80,2,89,5,2,pict,0.057661581,51.2
80,2,107,6,2,pict,0.060360241,53.8
80,2,125,7,2,pict,0.065378189,58.4
80,2,143,8,2,pict,0.068576193,61.8
80,2,160,9,2,pict,0.074330568,67.8
140,2,0,0,2,pict,0.160477448,52.2
140,2,23,1,2,pict,0.162888765,52.8
140,2,47,2,2,pict,0.16889739,54.4
140,2,70,3,2,pict,0.169316912,54.6
140,2,94,4,2,pict,0.174328804,55.8
140,2,118,5,2,pict,0.179384565,57
140,2,141,6,2,pict,0.189878416,60.4
140,2,165,7,2,pict,0.196935081,61.8
140,2,189,8,2,pict,0.207195425,66
140,2,212,9,2,pict,0.220185661,70
200,2,0,0,2,pict,0.354515219,55.6
200,2,28,1,2,pict,0.366921854,56.6
200,2,56,2,2,pict,0.369237471,57.2
200,2,84,3,2,pict,0.380193853,58.6
200,2,113,4,2,pict,0.393954945,60.2
200,2,141,5,2,pict,0.416057634,63.6
200,2,169,6,2,pict,0.443528366,68
200,2,197,7,2,pict,0.471015263,72.2
200,2,226,8,2,pict,0.466876984,69.6
200,2,254,9,2,pict,0.506233835,77.2
20,3,0,0,2,pict,0.125722837,146
20,3,8,1,2,pict,0.130129528,148.6
20,3,17,2,2,pict,0.131814766,156.2
20,3,26,3,2,pict,0.138515759,162.4
20,3,35,4,2,pict,0.140384102,170.8
20,3,44,5,2,pict,0.157723999,177.6
20,3,53,6,2,pict,0.146434736,181.8
20,3,62,7,2,pict,0.158605385,195.6
20,3,71,8,2,pict,0.166226816,210.4
20,3,80,9,2,pict,0.177836609,221.2
80,3,0,0,2,pict,18.46817327,275
80,3,17,1,2,pict,20.1054503,278
80,3,35,2,2,pict,18.31599655,282
80,3,53,3,2,pict,20.7728466,292
80,3,71,4,2,pict,19.37176623,302
80,3,89,5,2,pict,22.55285163,316
80,3,107,6,2,pict,20.87741566,329.4
80,3,125,7,2,pict,22.14495392,345.2
80,3,143,8,2,pict,23.01009936,376.6
80,3,160,9,2,pict,26.32137299,393.2
140,3,0,0,2,pict,128.4954161,331.6
140,3,23,1,2,pict,160.7707582,336.4
140,3,47,2,2,pict,128.8610365,338.6
140,3,70,3,2,pict,142.5682509,347
140,3,94,4,2,pict,131.8367157,353.4
140,3,118,5,2,pict,158.2538513,360.4
140,3,141,6,2,pict,137.4039698,376.6
140,3,165,7,2,pict,151.5185824,384.6
140,3,189,8,2,pict,150.2624622,416.2
140,3,212,9,2,pict,246.6691974,428.2
200,3,0,0,2,pict,528.8505939,364.2
200,3,28,1,2,pict,543.3378774,368
200,3,56,2,2,pict,562.9430866,371.4
200,3,84,3,2,pict,535.4043406,375.2
200,3,113,4,2,pict,569.7078488,385.2
200,3,141,5,2,pict,536.4277949,391.8
200,3,169,6,2,pict,601.9698623,410.8
200,3,197,7,2,pict,505.0474254,424.2
200,3,226,8,2,pict,558.4222427,434.2
200,3,254,9,2,pict,601.5152888,443.8
20,2,0,0,3,pict,0.025583172,29.4
20,2,8,1,3,pict,0.017750168,30.2
20,2,17,2,3,pict,0.018286943,30
20,2,26,3,3,pict,0.020095205,30.4
20,2,35,4,3,pict,0.02116065,30.4
20,2,44,5,3,pict,0.022798681,31.6
20,2,53,6,3,pict,0.024204397,31.6
20,2,62,7,3,pict,0.025184393,31.2
20,2,71,8,3,pict,0.028753233,32.6
20,2,80,9,3,pict,0.042068386,34
80,2,0,0,3,pict,0.123847246,45.8
80,2,17,1,3,pict,0.117051744,46
80,2,35,2,3,pict,0.137301016,45.8
80,2,53,3,3,pict,0.142181683,46.2
80,2,71,4,3,pict,0.137614822,46.2
80,2,89,5,3,pict,0.118647003,46.4
80,2,107,6,3,pict,0.155459833,47.6
80,2,125,7,3,pict,0.156126356,46.8
80,2,143,8,3,pict,0.153665733,47.4
80,2,160,9,3,pict,0.175384378,47.2
140,2,0,0,3,pict,0.385179806,52.2
140,2,23,1,3,pict,0.447355175,52.6
140,2,47,2,3,pict,0.557619143,52.2
140,2,70,3,3,pict,0.550830412,53.2
140,2,94,4,3,pict,0.704980755,52.4
140,2,118,5,3,pict,0.807435989,53.2
140,2,141,6,3,pict,0.664116955,52.4
140,2,165,7,3,pict,0.464187813,52.4
140,2,189,8,3,pict,0.514159203,54
140,2,212,9,3,pict,0.532927418,52.6
200,2,0,0,3,pict,0.915353394,55.6
200,2,28,1,3,pict,0.944069147,56.2
200,2,56,2,3,pict,0.963226414,56.2
200,2,84,3,3,pict,0.96920414,56
200,2,113,4,3,pict,0.982041788,55.6
200,2,141,5,3,pict,0.999518061,55.6
200,2,169,6,3,pict,1.04586935,57
200,2,197,7,3,pict,1.050226927,56.4
200,2,226,8,3,pict,1.068593979,56.4
200,2,254,9,3,pict,1.092340994,57
20,3,0,0,3,pict,0.296478987,146
20,3,8,1,3,pict,0.301063871,147.6
20,3,17,2,3,pict,0.303398371,149.2
20,3,26,3,3,pict,0.308227587,152
20,3,35,4,3,pict,0.311944342,154
20,3,44,5,3,pict,0.319479418,157.8
20,3,53,6,3,pict,0.328714228,162.4
20,3,62,7,3,pict,0.337716866,168
20,3,71,8,3,pict,0.341088152,169.4
20,3,80,9,3,pict,0.351434374,174.8
80,3,0,0,3,pict,43.65716681,275
80,3,17,1,3,pict,43.57891521,275.6
80,3,35,2,3,pict,43.69397821,276
80,3,53,3,3,pict,43.86284809,277.6
80,3,71,4,3,pict,43.92460876,279.8
80,3,89,5,3,pict,44.53920336,283.8
80,3,107,6,3,pict,42.21590452,282.8
80,3,125,7,3,pict,42.4945436,286.4
80,3,143,8,3,pict,42.52070961,287.2
80,3,160,9,3,pict,43.52631898,293.8
140,3,0,0,3,pict,287.1451903,331.6
140,3,23,1,3,pict,299.486538,331.4
140,3,47,2,3,pict,293.2969376,333.8
140,3,70,3,3,pict,287.8768978,334.6
140,3,94,4,3,pict,288.8704314,335.6
140,3,118,5,3,pict,290.3465327,337.8
140,3,141,6,3,pict,291.3170318,338
140,3,165,7,3,pict,291.5727888,340.4
140,3,189,8,3,pict,297.8695144,342.8
140,3,212,9,3,pict,390.5726274,341.6
200,3,0,0,3,pict,1042.396694,364.2
200,3,28,1,3,pict,941.1693038,365.8
200,3,56,2,3,pict,1040.854341,366.2
200,3,84,3,3,pict,1009.382731,366.6
200,3,113,4,3,pict,988.5643174,368.8
200,3,141,5,3,pict,1109.080948,369.8
200,3,169,6,3,pict,1088.959691,372.2
200,3,197,7,3,pict,938.5603366,371.2
200,3,226,8,3,pict,1046.134401,373
200,3,254,9,3,pict,1147.761673,375.8
20,2,0,0,4,pict,0.079782772,29.4
20,2,8,1,4,pict,0.078322792,29.6
20,2,17,2,4,pict,0.08700366,29.8
20,2,26,3,4,pict,0.090024137,30.4
20,2,35,4,4,pict,0.100854063,30
20,2,44,5,4,pict,0.106816196,29.4
20,2,53,6,4,pict,0.103506994,30.6
20,2,62,7,4,pict,0.131207418,29.8
20,2,71,8,4,pict,0.116962433,30.6
20,2,80,9,4,pict,0.121622086,30.6
80,2,0,0,4,pict,0.268877363,45.8
80,2,17,1,4,pict,0.289544249,45.6
80,2,35,2,4,pict,0.298465395,45.2
80,2,53,3,4,pict,0.344920635,46
80,2,71,4,4,pict,0.373115921,46.4
80,2,89,5,4,pict,0.347356796,45.8
80,2,107,6,4,pict,0.400221825,46.2
80,2,125,7,4,pict,0.400842381,46.4
80,2,143,8,4,pict,0.397549009,46.2
80,2,160,9,4,pict,0.419609451,45.6
